task_id,task_type,source_dataset,source_url,split,original_id,complexity_level,domain,task_content,ground_truth_type,ground_truth_source,scoring_rubric_id,answerable_label,license_or_access_note
R-L2-BBH-0019,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,5eaad8c45b,L2,boolean_expressions,not ( False ) and ( True ) is,single_answer,BBH target: True,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0015,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,be4c7fa53b,L2,boolean_expressions,not False and False or True or False is,single_answer,BBH target: True,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0016,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,b63562208a,L2,boolean_expressions,True or False or not True or False is,single_answer,BBH target: True,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0005,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,7da504b890,L2,boolean_expressions,not ( False or False and False ) is,single_answer,BBH target: True,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0002,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,4bee18c6db,L2,boolean_expressions,( True ) and True and not True is,single_answer,BBH target: False,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0007,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,e8bba46b3a,L2,boolean_expressions,False and not ( ( True ) ) is,single_answer,BBH target: False,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0003,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,331d4320ee,L2,boolean_expressions,False or not True or False or False is,single_answer,BBH target: False,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0014,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,8599378024,L2,boolean_expressions,not not False or False and not True is,single_answer,BBH target: False,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L2-BBH-0008,reasoning,BBH/boolean_expressions,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,f534618ca0,L2,boolean_expressions,not False and not not True and True is,single_answer,BBH target: True,RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0039,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,60d2e485ed,L3,date_understanding,"Today is 3/5, and it is Jane's second time in the year 1973 to see a meteor shower. What is the date yesterday in MM/DD/YYYY?
Options:
(A) 04/05/1973
(B) 03/04/1973
(C) 01/02/1973
(D) 03/05/1973
(E) 03/04/2007
(F) 03/05/1983",single_answer,BBH target: (B),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0025,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,e5ee8381fb,L3,date_understanding,"It is 4/19/1969 today. What is the date 10 days ago in MM/DD/YYYY?
Options:
(A) 03/19/1969
(B) 04/08/1969
(C) 03/24/1969
(D) 04/04/1969
(E) 04/10/1969
(F) 04/09/1969",single_answer,BBH target: (F),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0037,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,0390121e2e,L3,date_understanding,"Jane got her job in 2016. Today is her 3-year work anniversary. She still remember that on Dec 2, her second day at work, she spilled coffee on her laptop. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 08/02/2020
(B) 12/02/1950
(C) 11/18/2019
(D) 12/02/2019
(E) 01/02/2020
(F) 12/01/2019",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0027,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,ceaf19052f,L3,date_understanding,"The current local time is 3:02 pm of 5/4/2004. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 05/05/1915
(B) 05/06/2004
(C) 05/05/2004
(D) 01/05/2005
(E) 02/15/2004
(F) 05/04/2004",single_answer,BBH target: (C),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0038,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,c493af9bdd,L3,date_understanding,"Today is the first day of 2007. What is the date today in MM/DD/YYYY?
Options:
(A) 05/01/2007
(B) 01/01/2007
(C) 01/01/1951
(D) 01/01/2096
(E) 01/22/2007
(F) 12/18/2006",single_answer,BBH target: (B),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0034,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,afd8640887,L3,date_understanding,"Today is 9/7. Jane is watching NFL 2003. What is the date today in MM/DD/YYYY?
Options:
(A) 12/05/2003
(B) 08/08/2003
(C) 07/07/2003
(D) 09/07/2003
(E) 11/20/2003
(F) 09/06/2003",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0040,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,c6dea7311b,L3,date_understanding,"The first day of 2019 is a Tuesday, and today is the first Monday of 2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 01/13/2019
(B) 02/11/2019
(C) 02/04/2019
(D) 01/14/2019
(E) 01/16/2019
(F) 12/31/2018",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0022,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,48a58522bd,L3,date_understanding,"The concert was scheduled to be on 06/01/1943, but was delayed by one day to today. What is the date 24 hours later in MM/DD/YYYY?
Options:
(A) 06/04/1943
(B) 03/09/1943
(C) 06/03/1943
(D) 04/11/1943
(E) 09/03/1943
(F) 08/03/1942",single_answer,BBH target: (C),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0024,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,2a4c346392,L3,date_understanding,"Jane booked a flight for tomorrow, Jul 29, 2002. What is the date yesterday in MM/DD/YYYY?
Options:
(A) 07/27/2002
(B) 07/28/2002
(C) 12/27/2001
(D) 07/27/1921
(E) 12/27/2002",single_answer,BBH target: (A),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0031,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,714a84d5cf,L3,date_understanding,"The day before yesterday was 11/23/1933. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 11/25/1933
(B) 12/02/1974
(C) 12/16/1933
(D) 11/11/1933
(E) 12/23/1933
(F) 12/02/1933",single_answer,BBH target: (F),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0023,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,674c248400,L3,date_understanding,"This is the last day of 1899. What is the date 10 days ago in MM/DD/YYYY?
Options:
(A) 12/11/1899
(B) 12/21/1887
(C) 12/24/1899
(D) 12/21/1899
(E) 03/22/1900",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0029,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,285a17a361,L3,date_understanding,"Today is Christmas Eve of 1937. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 12/11/1937
(B) 12/25/1937
(C) 01/04/1938
(D) 12/04/1937
(E) 12/25/2006
(F) 07/25/1937",single_answer,BBH target: (B),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0030,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,731e4b3c30,L3,date_understanding,"Jane thinks today is 6/18/2019, but John thinks today is 6/19/2019. John is correct. What is the date yesterday in MM/DD/YYYY?
Options:
(A) 02/18/2019
(B) 06/18/2066
(C) 06/18/2019
(D) 06/18/1933
(E) 05/28/2019
(F) 11/18/2019",single_answer,BBH target: (C),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0021,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,ee7cb24ee5,L3,date_understanding,"Today, 8/3/1997, is a day that we will never forget. What is the date 10 days ago in MM/DD/YYYY?
Options:
(A) 08/21/1997
(B) 10/24/1997
(C) 07/23/1997
(D) 07/24/1997
(E) 08/14/1997
(F) 06/11/1997",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0032,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,6246587f87,L3,date_understanding,"The concert was scheduled to be on 06/01/1943, but was delayed by one day to today. What is the date yesterday in MM/DD/YYYY?
Options:
(A) 05/27/1943
(B) 06/04/1943
(C) 06/01/2005
(D) 03/20/1943
(E) 05/24/1943
(F) 06/01/1943",single_answer,BBH target: (F),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0035,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,d39bdcb166,L3,date_understanding,"2015 is coming in 36 hours. What is the date 10 days ago in MM/DD/YYYY?
Options:
(A) 01/02/2015
(B) 12/23/2014
(C) 12/19/2014
(D) 12/18/2014
(E) 11/21/2014
(F) 12/20/2014",single_answer,BBH target: (C),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L3-BBH-0028,reasoning,BBH/date_understanding,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,2fd5fd7e9d,L3,date_understanding,"Today is Apr 10, 1985. Jane's appointment will be 3 days later. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 04/10/1985
(B) 05/10/1975
(C) 03/10/1986
(D) 04/17/1985
(E) 04/12/1986
(F) 04/07/1985",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0052,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,6df515a0b1,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were five golfers: Ana, Amy, Dan, Mya, and Eve. Ana finished below Mya. Dan finished above Amy. Mya finished second-to-last. Eve finished below Amy.
Options:
(A) Ana finished second-to-last
(B) Amy finished second-to-last
(C) Dan finished second-to-last
(D) Mya finished second-to-last
(E) Eve finished second-to-last",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0041,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,5c89cd0042,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are five birds: a cardinal, a hawk, a hummingbird, a raven, and an owl. The raven is to the left of the hummingbird. The hawk is to the left of the owl. The cardinal is to the left of the hawk. The raven is the second from the right.
Options:
(A) The cardinal is the second from the right
(B) The hawk is the second from the right
(C) The hummingbird is the second from the right
(D) The raven is the second from the right
(E) The owl is the second from the right",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0058,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,8f949a1a94,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are five birds: an owl, a cardinal, a robin, a hummingbird, and a crow. The hummingbird is to the left of the owl. The hummingbird is to the right of the cardinal. The crow is to the left of the robin. The owl is to the left of the crow.
Options:
(A) The owl is the second from the left
(B) The cardinal is the second from the left
(C) The robin is the second from the left
(D) The hummingbird is the second from the left
(E) The crow is the second from the left",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0046,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,160f7e2048,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are five birds: a robin, a quail, an owl, a crow, and a hawk. The hawk is the third from the left. The hawk is to the right of the crow. The quail is to the left of the crow. The robin is to the right of the owl.
Options:
(A) The robin is the rightmost
(B) The quail is the rightmost
(C) The owl is the rightmost
(D) The crow is the rightmost
(E) The hawk is the rightmost",single_answer,BBH target: (A),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0049,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,5e167819c4,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are five birds: a hawk, a raven, a robin, a hummingbird, and a crow. The robin is the leftmost. The raven is the second from the left. The hawk is the second from the right. The crow is the third from the left.
Options:
(A) The hawk is the leftmost
(B) The raven is the leftmost
(C) The robin is the leftmost
(D) The hummingbird is the leftmost
(E) The crow is the leftmost",single_answer,BBH target: (C),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0047,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,cf33843caf,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are five vehicles: a truck, a station wagon, a motorcyle, a limousine, and a hatchback. The motorcyle is the second-newest. The truck is newer than the limousine. The motorcyle is older than the station wagon. The limousine is newer than the hatchback.
Options:
(A) The truck is the second-newest
(B) The station wagon is the second-newest
(C) The motorcyle is the second-newest
(D) The limousine is the second-newest
(E) The hatchback is the second-newest",single_answer,BBH target: (C),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0042,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,ea62a2f02e,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are five birds: a crow, a robin, a quail, a blue jay, and a falcon. The robin is to the left of the quail. The falcon is the third from the left. The crow is to the left of the falcon. The blue jay is the leftmost.
Options:
(A) The crow is the second from the left
(B) The robin is the second from the left
(C) The quail is the second from the left
(D) The blue jay is the second from the left
(E) The falcon is the second from the left",single_answer,BBH target: (A),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0048,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,3c34f448c6,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are five books: a black book, a purple book, a yellow book, an orange book, and a red book. The yellow book is the rightmost. The black book is to the left of the orange book. The orange book is to the left of the purple book. The black book is the second from the left.
Options:
(A) The black book is the second from the right
(B) The purple book is the second from the right
(C) The yellow book is the second from the right
(D) The orange book is the second from the right
(E) The red book is the second from the right",single_answer,BBH target: (B),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0053,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,077fe2fab6,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are five vehicles: a tractor, a station wagon, a minivan, a sedan, and a hatchback. The minivan is older than the sedan. The tractor is older than the hatchback. The minivan is the third-newest. The station wagon is the second-newest.
Options:
(A) The tractor is the second-oldest
(B) The station wagon is the second-oldest
(C) The minivan is the second-oldest
(D) The sedan is the second-oldest
(E) The hatchback is the second-oldest",single_answer,BBH target: (E),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0043,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,2dcf2c8c64,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were five golfers: Rob, Ada, Dan, Joe, and Mel. Ada finished above Mel. Mel finished above Dan. Joe finished below Dan. Ada finished second.
Options:
(A) Rob finished third
(B) Ada finished third
(C) Dan finished third
(D) Joe finished third
(E) Mel finished third",single_answer,BBH target: (E),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0045,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,e93e5035e5,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells five fruits: apples, mangoes, oranges, plums, and pears. The oranges are more expensive than the mangoes. The plums are the cheapest. The apples are less expensive than the mangoes. The pears are more expensive than the oranges.
Options:
(A) The apples are the second-cheapest
(B) The mangoes are the second-cheapest
(C) The oranges are the second-cheapest
(D) The plums are the second-cheapest
(E) The pears are the second-cheapest",single_answer,BBH target: (A),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0054,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,f4d319fd44,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells five fruits: apples, oranges, watermelons, pears, and mangoes. The apples are more expensive than the oranges. The oranges are more expensive than the mangoes. The apples are the third-most expensive. The pears are more expensive than the watermelons.
Options:
(A) The apples are the second-cheapest
(B) The oranges are the second-cheapest
(C) The watermelons are the second-cheapest
(D) The pears are the second-cheapest
(E) The mangoes are the second-cheapest",single_answer,BBH target: (B),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0055,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,224e0a0c34,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are five birds: an owl, a cardinal, a robin, a hummingbird, and a crow. The hummingbird is to the left of the owl. The hummingbird is to the right of the cardinal. The crow is to the left of the robin. The owl is to the left of the crow.
Options:
(A) The owl is the second from the right
(B) The cardinal is the second from the right
(C) The robin is the second from the right
(D) The hummingbird is the second from the right
(E) The crow is the second from the right",single_answer,BBH target: (E),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0059,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,44b8246eac,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are five birds: an owl, a hummingbird, a crow, a hawk, and a robin. The hawk is to the right of the owl. The hummingbird is to the right of the hawk. The crow is the second from the right. The robin is the second from the left.
Options:
(A) The owl is the leftmost
(B) The hummingbird is the leftmost
(C) The crow is the leftmost
(D) The hawk is the leftmost
(E) The robin is the leftmost",single_answer,BBH target: (A),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0044,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,721ed476df,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are five books: a green book, a blue book, a brown book, a gray book, and a red book. The green book is to the left of the brown book. The gray book is to the left of the blue book. The green book is to the right of the blue book. The red book is the leftmost.
Options:
(A) The green book is the second from the left
(B) The blue book is the second from the left
(C) The brown book is the second from the left
(D) The gray book is the second from the left
(E) The red book is the second from the left",single_answer,BBH target: (D),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
R-L4-BBH-0060,reasoning,BBH/logical_deduction_five_objects,https://github.com/suzgunmirac/BIG-Bench-Hard,bbh_json,de34569388,L4,logical_deduction_five_objects,"The following paragraphs each describe a set of five objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells five fruits: loquats, peaches, pears, plums, and watermelons. The watermelons are the most expensive. The peaches are more expensive than the loquats. The plums are the second-cheapest. The pears are the third-most expensive.
Options:
(A) The loquats are the cheapest
(B) The peaches are the cheapest
(C) The pears are the cheapest
(D) The plums are the cheapest
(E) The watermelons are the cheapest",single_answer,BBH target: (A),RUB-R-BBH-v1,answerable,Public GitHub benchmark; verify repository license before redistribution.
P-L1-NPLAN-0005,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_599,L1,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Judith and Mason for one hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Judith is busy on Monday during 12:00 to 14:30, 15:30 to 16:00; 
Mason has blocked their calendar on Monday during 9:30 to 11:00, 12:30 to 13:30, 14:00 to 14:30, 15:00 to 15:30, 16:30 to 17:00; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L1-NPLAN-0018,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_39,L1,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Emily, Victoria and Nancy for half an hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Emily is free the entire day.
Victoria has blocked their calendar on Monday during 13:30 to 14:00, 14:30 to 15:30, 16:30 to 17:00; 
Nancy is busy on Monday during 9:00 to 14:00, 14:30 to 15:30; 

You would like to schedule the meeting at their earlist availability.
Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L1-NPLAN-0011,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_554,L1,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Theresa and Frances for one hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Theresa has meetings on Monday during 10:30 to 11:00, 11:30 to 12:00, 12:30 to 13:30, 15:00 to 15:30, 16:30 to 17:00; 
Frances is busy on Monday during 9:00 to 9:30, 10:30 to 15:00, 15:30 to 16:30; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L1-NPLAN-0019,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_587,L1,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Zachary and Nicole for half an hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Zachary has blocked their calendar on Monday during 9:30 to 10:00, 11:00 to 11:30, 13:30 to 14:30, 15:00 to 15:30, 16:00 to 16:30; 
Nicole has meetings on Monday during 9:30 to 15:00, 15:30 to 17:00; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L1-NPLAN-0009,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_48,L1,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Janet, Rachel and Cynthia for one hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Janet is busy on Monday during 9:30 to 10:30, 12:30 to 13:00, 14:00 to 14:30; 
Rachelhas no meetings the whole day.
Cynthia has blocked their calendar on Monday during 9:30 to 10:00, 11:00 to 11:30, 12:30 to 14:30, 16:00 to 17:00; 

Cynthia would rather not meet on Monday before 13:30. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L1-NPLAN-0004,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_543,L1,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for James and John for one hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
James has blocked their calendar on Monday during 11:30 to 12:00, 14:30 to 15:00; 
John is busy on Monday during 9:30 to 11:00, 11:30 to 12:00, 12:30 to 13:30, 14:30 to 16:30; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
